name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
"MEQUINENZA 4","ENDESA GENERACION S.A.",,,Mequinenza,ES,80.59,Hydro,,,1964,,41.368983,0.273381,,"Renewable energy",Hydro,,,,SEDE
MOLI,"ENDESA GENERACION S.A.",,,Oris,ES,0.75,Hydro,,,1986,,,,,"Renewable energy",Hydro,,,,SEDE
"MONTAMARA 1","ENDESA GENERACION S.A.",,,Lladorre,ES,45.89,Hydro,,,1974,,42.673534,1.235138,,"Renewable energy",Hydro,,,,SEDE
"MONTAMARA 2","ENDESA GENERACION S.A.",,,Lladorre,ES,46.53,Hydro,,,1974,,42.673534,1.235138,,"Renewable energy",Hydro,,,,SEDE
MONTESQUIU,"ENDESA GENERACION S.A.",,,Montesquiu,ES,1.04,Hydro,,,1986,,,,,"Renewable energy",Hydro,,,,SEDE
"MORALETS 1","ENDESA GENERACION S.A.",,,Montanuy,ES,73.42,Hydro,,,1985,,42.578699,0.758827,,"Renewable energy",Hydro,,,,SEDE
"MORALETS 2","ENDESA GENERACION S.A.",,,Montanuy,ES,72.82,Hydro,,,1985,,42.578699,0.758827,,"Renewable energy",Hydro,,,,SEDE
"MORALETS 3","ENDESA GENERACION S.A.",,,Montanuy,ES,72.9,Hydro,,,1985,,42.578699,0.758827,,"Renewable energy",Hydro,,,,SEDE
MORES,"ENDESA GENERACION S.A.",,,Mores,ES,,Hydro,,,1985,,,,,"Renewable energy",Hydro,,,,SEDE
"NACIMIENTO 1","ENDESA GENERACION S.A.",,,Castril,ES,0.6,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"NACIMIENTO 2","ENDESA GENERACION S.A.",,,Castril,ES,0.6,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
NEGRATIN,"ENDESA GENERACION S.A.",,,Freila,ES,6.6,Hydro,,,1990,,,,,"Renewable energy",Hydro,,,,SEDE
"NUEVO CASTILLO","ENDESA GENERACION S.A.",,,"Guejar Sierra",ES,4.36,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"NUEVO CHORRO","ENDESA GENERACION S.A.",,,Alora,ES,9.98,Hydro,,,1981,,,,,"Renewable energy",Hydro,,,,SEDE
"OLIANA 1","ENDESA GENERACION S.A.",,,Oliana,ES,12.54,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
"OLIANA 2","ENDESA GENERACION S.A.",,,Oliana,ES,12.54,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
"OLIANA 3","ENDESA GENERACION S.A.",,,Oliana,ES,12.54,Hydro,,,1965,,,,,"Renewable energy",Hydro,,,,SEDE
"ORELLANA CANAL","ENDESA GENERACION S.A.",,,"Orellana la Vieja",ES,4.5,Hydro,,,1964,,,,,"Renewable energy",Hydro,,,,SEDE
"ORELLANA PIE DE PRESA","ENDESA GENERACION S.A.",,,"Orellana la Vieja",ES,18,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
ORFANS,"ENDESA GENERACION S.A.",,,Vilademuls,ES,0.34,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
PAMPANEIRA,"ENDESA GENERACION S.A.",,,Pampaneira,ES,12.8,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
"PAREDONES 1","ENDESA GENERACION S.A.",,,Alora,ES,1.56,Hydro,,,1946,,,,,"Renewable energy",Hydro,,,,SEDE
"PAREDONES 2","ENDESA GENERACION S.A.",,,Alora,ES,1.56,Hydro,,,1946,,,,,"Renewable energy",Hydro,,,,SEDE
"PASTERAL 1","ENDESA GENERACION S.A.",,,Amer,ES,6.32,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"PASTERAL II 1","ENDESA GENERACION S.A.",,,"Cellera de Ter (La)",ES,0.86,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"PASTERAL II 2","ENDESA GENERACION S.A.",,,"Cellera de Ter (La)",ES,0.69,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"PEDRO MARIN 1","ENDESA GENERACION S.A.",,,Baeza,ES,5.2,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"PEDRO MARIN 2","ENDESA GENERACION S.A.",,,Baeza,ES,8,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"PENADRADA GR 1","ENDESA GENERACION S.A.",,,"Paramo del Sil",ES,18.47,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
"PENADRADA GR 2","ENDESA GENERACION S.A.",,,"Paramo del Sil",ES,19.7,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
"PINTADO 1","ENDESA GENERACION S.A.",,,"Cazalla de la Sierra",ES,12.4,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"PINTADO 2","ENDESA GENERACION S.A.",,,"Cazalla de la Sierra",ES,6.4,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"PINTADO 3","ENDESA GENERACION S.A.",,,"Cazalla de la Sierra",ES,14.4,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"POBLA II 1","EISSL EOLICA, S.L.",,,"Pobla de Segur (La)",ES,6.54,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"POBLA II 2","EISSL EOLICA, S.L.",,,"Pobla de Segur (La)",ES,6.54,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"PONT DE REI 1","ENDESA GENERACION S.A.",,,Canejan,ES,23.07,Hydro,,,1960,,42.847567,0.735271,,"Renewable energy",Hydro,,,,SEDE
"PONT DE REI 2","ENDESA GENERACION S.A.",,,Canejan,ES,23.07,Hydro,,,1960,,42.847567,0.735271,,"Renewable energy",Hydro,,,,SEDE
"PONT DE SUERT 1","ENDESA GENERACION S.A.",,,"Pont de Suert (El)",ES,7.79,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"PONT DE SUERT 2","ENDESA GENERACION S.A.",,,"Pont de Suert (El)",ES,7.79,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"POQUEIRA 1","ENDESA GENERACION S.A.",,,Capileira,ES,5.13,Hydro,,,1957,,,,,"Renewable energy",Hydro,,,,SEDE
"POQUEIRA 2","ENDESA GENERACION S.A.",,,Capileira,ES,5.14,Hydro,,,1957,,,,,"Renewable energy",Hydro,,,,SEDE
"PORTO GR 1","ENDESA GENERACION S.A.",,,Porto,ES,17.6,Hydro,,,1963,,,,,"Renewable energy",Hydro,,,,SEDE
"PRADA GR 1","ENDESA GENERACION S.A.",,,"Veiga (A)",ES,35.51,Hydro,,,1958,,42.310141,-7.041795,,"Renewable energy",Hydro,,,,SEDE
"PRADA GR 2","ENDESA GENERACION S.A.",,,"Veiga (A)",ES,35.21,Hydro,,,1958,,42.310141,-7.041795,,"Renewable energy",Hydro,,,,SEDE
"PUENTE MONTANANA 1","ENDESA GENERACION S.A.",,,"Sant Esteve de la Sarga",ES,22.27,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"PUENTE MONTANANA 2","ENDESA GENERACION S.A.",,,"Sant Esteve de la Sarga",ES,22.27,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"PUENTE NUEVO GR 3","VIESGO GENERACION, S.L.",,,Espiel,ES,299.76,"Hard coal",,,1980,,38.111133,-4.934664,18WPNN3-12345-0I,"Fossil fuels","Hard coal",,,,SEDE
"PUENTES GR 1","ENDESA GENERACION S.A.",,,"Pontes de Garcia Rodriguez (As)",ES,350.99,Lignite,,,1976,,43.439951,-7.861837,18WPGR1-12345-04,"Fossil fuels",Lignite,,,,SEDE
"PUENTES GR 2","ENDESA GENERACION S.A.",,,"Pontes de Garcia Rodriguez (As)",ES,351.06,Lignite,,,1977,,43.439951,-7.861837,18WPGR2-12345-0V,"Fossil fuels",Lignite,,,,SEDE
"PUENTES GR 3","ENDESA GENERACION S.A.",,,"Pontes de Garcia Rodriguez (As)",ES,350.26,Lignite,,,1978,,43.439951,-7.861837,18WPGR3-12345-0L,"Fossil fuels",Lignite,,,,SEDE
"PUENTES GR 4","ENDESA GENERACION S.A.",,,"Pontes de Garcia Rodriguez (As)",ES,350.88,Lignite,,,1979,,43.439951,-7.861837,18WPGR4-12345-0B,"Fossil fuels",Lignite,,,,SEDE
"PUERTO PENA 1","ENDESA GENERACION S.A.",,,Talarrubias,ES,18.4,Hydro,,,1964,,39.144383,-5.183698,,"Renewable energy",Hydro,,,,SEDE
"PUERTO PENA 2","ENDESA GENERACION S.A.",,,Talarrubias,ES,18.4,Hydro,,,1964,,39.144383,-5.183698,,"Renewable energy",Hydro,,,,SEDE
"PUERTO PENA 3","ENDESA GENERACION S.A.",,,Talarrubias,ES,18.4,Hydro,,,1964,,39.144383,-5.183698,,"Renewable energy",Hydro,,,,SEDE
PURROY,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Mores,ES,0.5,Hydro,,,1985,,,,,"Renewable energy",Hydro,,,,SEDE
"QUERENO GR 1","ENDESA GENERACION S.A.",,,Rubia,ES,18.21,Hydro,,,1961,,42.417019,-6.831793,,"Renewable energy",Hydro,,,,SEDE
"QUERENO GR 2","ENDESA GENERACION S.A.",,,Rubia,ES,18.25,Hydro,,,1961,,42.417019,-6.831793,,"Renewable energy",Hydro,,,,SEDE
"RACIONEROS 1","ENDESA GENERACION S.A.",,,Jaen,ES,1.12,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
"RACIONEROS 2","ENDESA GENERACION S.A.",,,Jaen,ES,1.12,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
"RIBA ROJA 1","ENDESA GENERACION S.A.",,,"Riba-roja dEbre",ES,65.32,Hydro,,,1969,,41.242605,0.430549,,"Renewable energy",Hydro,,,,SEDE
"RIBA ROJA 2","ENDESA GENERACION S.A.",,,"Riba-roja dEbre",ES,65.32,Hydro,,,1967,,41.242605,0.430549,,"Renewable energy",Hydro,,,,SEDE
"RIBA ROJA 3","ENDESA GENERACION S.A.",,,"Riba-roja dEbre",ES,65.32,Hydro,,,1967,,41.242605,0.430549,,"Renewable energy",Hydro,,,,SEDE
"RIBA ROJA 4","ENDESA GENERACION S.A.",,,"Riba-roja dEbre",ES,65.32,Hydro,,,1967,,41.242605,0.430549,,"Renewable energy",Hydro,,,,SEDE
"RIBADELAGO GR 1","ENDESA GENERACION S.A.",,,Galende,ES,1.4,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"RIBADELAGO GR 2","ENDESA GENERACION S.A.",,,Galende,ES,11.52,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"RIBADELAGO GR 3","ENDESA GENERACION S.A.",,,Galende,ES,11.52,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"RIBADELAGO GR 4","ENDESA GENERACION S.A.",,,Galende,ES,11.52,Hydro,,,1956,,,,,"Renewable energy",Hydro,,,,SEDE
"RIOSCURO GR 1","ENDESA GENERACION S.A.",,,Villablino,ES,7.66,Hydro,,,1992,,,,,"Renewable energy",Hydro,,,,SEDE
"RIOSCURO GR 2","ENDESA GENERACION S.A.",,,Villablino,ES,7.55,Hydro,,,1992,,,,,"Renewable energy",Hydro,,,,SEDE
"RIVERA 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"Albalate del Arzobispo",ES,1.14,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"RONDA 1","ENDESA GENERACION S.A.",,,Ronda,ES,1.16,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"RONDA 2","ENDESA GENERACION S.A.",,,Ronda,ES,1.16,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"SABINANIGO 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,3.36,Hydro,,,1964,,,,,"Renewable energy",Hydro,,,,SEDE
SABINANIGO2,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Sabinanigo,ES,3.36,Hydro,,,1964,,,,,"Renewable energy",Hydro,,,,SEDE
SALINAS,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Tella-Sin,ES,2.37,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN AGUSTIN GR 1","ENDESA GENERACION S.A.",,,"Viana do Bolo",ES,31.02,Hydro,,,1961,,42.153868,-7.062777,,"Renewable energy",Hydro,,,,SEDE
"SAN AGUSTIN GR 2","ENDESA GENERACION S.A.",,,"Viana do Bolo",ES,31.86,Hydro,,,1961,,42.153868,-7.062777,,"Renewable energy",Hydro,,,,SEDE
"SAN AUGUSTO 1","ENDESA GENERACION S.A.",,,Tolox,ES,1,Hydro,,,1932,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN AUGUSTO 2","ENDESA GENERACION S.A.",,,Tolox,ES,1,Hydro,,,1932,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN AUGUSTO 3","ENDESA GENERACION S.A.",,,Tolox,ES,0.6,Hydro,,,1932,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN CALIXTO 1","ENDESA GENERACION S.A.",,,Ecija,ES,0.48,Hydro,,,1905,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN CALIXTO 2","ENDESA GENERACION S.A.",,,Ecija,ES,0.29,Hydro,,,1905,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN MATEO","CORPORACION ACCIONA HIDRAULICA, S.L.",,,"San Mateo de Gallego",ES,0.5,Hydro,,,1959,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN MAURICI 1","ENDESA GENERACION S.A.",,,Espot,ES,5.01,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN MAURICI 2","ENDESA GENERACION S.A.",,,Espot,ES,4.82,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN MAURICI 3","ENDESA GENERACION S.A.",,,Espot,ES,5.19,Hydro,,,1954,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN PASCUAL 1","ENDESA GENERACION S.A.",,,Yunquera,ES,0.5,Hydro,,,1949,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN PASCUAL 2","ENDESA GENERACION S.A.",,,Yunquera,ES,0.5,Hydro,,,1949,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN RAMON","ENDESA GENERACION S.A.",,,Ecija,ES,0.48,Hydro,,,1913,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN SEBASTIAN GR 1","ENDESA GENERACION S.A.",,,Pias,ES,8.8,Hydro,,,1959,,,,,"Renewable energy",Hydro,,,,SEDE
"SAN SEBASTIAN GR 2","ENDESA GENERACION S.A.",,,Pias,ES,8.8,Hydro,,,1960,,,,,"Renewable energy",Hydro,,,,SEDE
"SANTA ANA 1","ENDESA GENERACION S.A.",,,Castillonroy,ES,15.08,Hydro,,,1962,,41.882329,0.580478,,"Renewable energy",Hydro,,,,SEDE
"SANTA ANA 2","ENDESA GENERACION S.A.",,,Castillonroy,ES,15.08,Hydro,,,1962,,41.882329,0.580478,,"Renewable energy",Hydro,,,,SEDE
"SANTA MARINA GR 1","ENDESA GENERACION S.A.",,,Toreno,ES,10.56,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"SANTA MARINA GR 2","ENDESA GENERACION S.A.",,,Toreno,ES,10.17,Hydro,,,1958,,,,,"Renewable energy",Hydro,,,,SEDE
"SANTA MARINA GR 3","ENDESA GENERACION S.A.",,,Toreno,ES,13.95,Hydro,,,1992,,,,,"Renewable energy",Hydro,,,,SEDE
"SAU 1","ENDESA GENERACION S.A.",,,"Vilanova de Sau",ES,27.78,Hydro,,,1963,,41.968011,2.413018,,"Renewable energy",Hydro,,,,SEDE
"SAU 2","ENDESA GENERACION S.A.",,,"Vilanova de Sau",ES,27.78,Hydro,,,1964,,41.968011,2.413018,,"Renewable energy",Hydro,,,,SEDE
"SEIRA II 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,8.74,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
"SEIRA II 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,8.66,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
"SEIRA II 3","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Seira,ES,19.25,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
"SENET 1","ENDESA GENERACION S.A.",,,Montanuy,ES,4.3,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"SENET 2","ENDESA GENERACION S.A.",,,Montanuy,ES,4.3,Hydro,,,1951,,,,,"Renewable energy",Hydro,,,,SEDE
"SEROS II 1","ENDESA GENERACION S.A.",,,Aitona,ES,11.06,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"SEROS II 2","ENDESA GENERACION S.A.",,,Aitona,ES,11.06,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"SEROS II 3","ENDESA GENERACION S.A.",,,Aitona,ES,11.06,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"SEROS II 4","ENDESA GENERACION S.A.",,,Aitona,ES,11.06,Hydro,,,1989,,,,,"Renewable energy",Hydro,,,,SEDE
"SILVON 1","VIESGO GENERACION, S.L.",,,Boal,ES,40.3,Hydro,,,1959,,43.387117,-6.825233,,"Renewable energy",Hydro,,,,SEDE
"SILVON 2","VIESGO GENERACION, S.L.",,,Boal,ES,41.24,Hydro,,,1964,,43.387117,-6.825233,,"Renewable energy",Hydro,,,,SEDE
"SUSQUEDA 1","ENDESA GENERACION S.A.",,,Susqueda,ES,38.52,Hydro,,,1967,,41.980234,2.525604,,"Renewable energy",Hydro,,,,SEDE
"SUSQUEDA 2","ENDESA GENERACION S.A.",,,Susqueda,ES,36.68,Hydro,,,1967,,41.980234,2.525604,,"Renewable energy",Hydro,,,,SEDE
TORRASA,"ENDESA GENERACION S.A.",,,Espot,ES,4.22,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"TRANCO DE BEAS 1","ENDESA GENERACION S.A.",,,Hornos,ES,16,Hydro,,,1953,,38.175002,-2.795916,,"Renewable energy",Hydro,,,,SEDE
"TRANCO DE BEAS 2","ENDESA GENERACION S.A.",,,Hornos,ES,7.8,Hydro,,,1953,,38.175002,-2.795916,,"Renewable energy",Hydro,,,,SEDE
"TRANCO DE BEAS 3","ENDESA GENERACION S.A.",,,Hornos,ES,16,Hydro,,,1953,,38.175002,-2.795916,,"Renewable energy",Hydro,,,,SEDE
"TREGURA 1","ENDESA GENERACION S.A.",,,"Vilallonga de Ter",ES,1.54,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
"TREGURA 2","ENDESA GENERACION S.A.",,,"Vilallonga de Ter",ES,3.02,Hydro,,,1961,,,,,"Renewable energy",Hydro,,,,SEDE
UNARRE,"ENDESA GENERACION S.A.",,,"Esterri dAneu",ES,7.92,Hydro,,,1955,,,,,"Renewable energy",Hydro,,,,SEDE
"URDICETO 1","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Bielsa,ES,3.55,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"URDICETO 2","CORPORACION ACCIONA HIDRAULICA, S.L.",,,Bielsa,ES,3.55,Hydro,,,1930,,,,,"Renewable energy",Hydro,,,,SEDE
"URDON 1","VIESGO GENERACION, S.L.",,,Penarrubia,ES,1.48,Hydro,,,1910,,,,,"Renewable energy",Hydro,,,,SEDE
"URDON 2","VIESGO GENERACION, S.L.",,,Penarrubia,ES,1.67,Hydro,,,1910,,,,,"Renewable energy",Hydro,,,,SEDE
"URDON 3","VIESGO GENERACION, S.L.",,,Penarrubia,ES,3.23,Hydro,,,1915,,,,,"Renewable energy",Hydro,,,,SEDE
"VALTODANO 1","ENDESA GENERACION S.A.",,,Andujar,ES,1.05,Hydro,,,1980,,,,,"Renewable energy",Hydro,,,,SEDE
"VALTODANO 2","ENDESA GENERACION S.A.",,,Andujar,ES,1.05,Hydro,,,1980,,,,,"Renewable energy",Hydro,,,,SEDE
"VALTODANO 3","ENDESA GENERACION S.A.",,,Andujar,ES,1.05,Hydro,,,1980,,,,,"Renewable energy",Hydro,,,,SEDE
"VANDELLOS GR 2","ENDESA GENERACION S.A.",,,"Vandellos i lHospitalet de lInfant",ES,1045.31,Nuclear,"Steam turbine",,1987,,40.950367,0.865747,18WVAN2-12345-0W,Nuclear,,,,,SEDE
"VIELHA 1","ENDESA GENERACION S.A.",,,"Vielha e Mijaran",ES,10.93,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"VIELHA 2","ENDESA GENERACION S.A.",,,"Vielha e Mijaran",ES,10.93,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"VILALLER 1","ENDESA GENERACION S.A.",,,Vilaller,ES,1.97,Hydro,,,1952,,,,,"Renewable energy",Hydro,,,,SEDE
"VILALLER 2","ENDESA GENERACION S.A.",,,Vilaller,ES,2.01,Hydro,,,1952,,,,,"Renewable energy",Hydro,,,,SEDE
"VILLAFRANCA 1","ENDESA GENERACION S.A.",,,"Villafranca de Cordoba",ES,2.47,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"VILLAFRANCA 2","ENDESA GENERACION S.A.",,,"Villafranca de Cordoba",ES,2.48,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
VILLANUA,"CORPORACION ACCIONA HIDRAULICA, S.L.",,,Villanua,ES,10.9,Hydro,,,1978,,,,,"Renewable energy",Hydro,,,,SEDE
"ZUJAR 1","ENDESA GENERACION S.A.",,,Castuera,ES,10.15,Hydro,,,1968,,,,,"Renewable energy",Hydro,,,,SEDE
"ZUJAR 2","ENDESA GENERACION S.A.",,,Castuera,ES,9.96,Hydro,,,1968,,,,,"Renewable energy",Hydro,,,,SEDE
"ENTREPENAS GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Aunon,ES,20.35,Hydro,,,1956,,40.493099,-2.750452,,"Renewable energy",Hydro,,,,SEDE
"ENTREPENAS GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Aunon,ES,20.45,Hydro,,,1956,,40.493099,-2.750452,,"Renewable energy",Hydro,,,,SEDE
"BUENDIA GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,,40.398692,-2.783605,,"Renewable energy",Hydro,,,,SEDE
"BUENDIA GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,,40.398692,-2.783605,,"Renewable energy",Hydro,,,,SEDE
"BUENDIA GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Buendia,ES,18.15,Hydro,,,1956,,40.398692,-2.783605,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE I GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Pastrana,ES,13.99,Hydro,,,1954,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE I GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Pastrana,ES,13.95,Hydro,,,1955,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE II GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Almonacid de Zorita",ES,54.5,Hydro,,,1973,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE II GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Almonacid de Zorita",ES,52.5,Hydro,,,1973,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE II GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Almonacid de Zorita",ES,53.5,Hydro,,,1973,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"BOLARQUE II GRUPO 4","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Almonacid de Zorita",ES,54.5,Hydro,,,1973,,40.362584,-2.819307,,"Renewable energy",Hydro,,,,SEDE
"ZORITA GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Zorita de los Canes",ES,3.83,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"ZORITA GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Zorita de los Canes",ES,3.705,Hydro,,,1948,,,,,"Renewable energy",Hydro,,,,SEDE
"ZORITA GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Zorita de los Canes",ES,3.801,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"ALMOGUERA GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.5,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"ALMOGUERA GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.79,Hydro,,,1947,,,,,"Renewable energy",Hydro,,,,SEDE
"ALMOGUERA GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Almoguera,ES,2.84,Hydro,,,1962,,,,,"Renewable energy",Hydro,,,,SEDE
"CASTREJON GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Carpio de Tajo (El)",ES,20.1,Hydro,,,1968,,39.85291,-4.473968,,"Renewable energy",Hydro,,,,SEDE
"CASTREJON GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Carpio de Tajo (El)",ES,20.76,Hydro,,,1968,,39.85291,-4.473968,,"Renewable energy",Hydro,,,,SEDE
"CASTREJON GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Carpio de Tajo (El)",ES,20.35,Hydro,,,1968,,39.85291,-4.473968,,"Renewable energy",Hydro,,,,SEDE
"CASTREJON GRUPO 4","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Carpio de Tajo (El)",ES,19.52,Hydro,,,1968,,39.85291,-4.473968,,"Renewable energy",Hydro,,,,SEDE
"VILLALBA GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Villalba de la Sierra",ES,5.63,Hydro,,,1926,,,,,"Renewable energy",Hydro,,,,SEDE
"VILLALBA GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Villalba de la Sierra",ES,5.58,Hydro,,,1926,,,,,"Renewable energy",Hydro,,,,SEDE
"BURGUILLO GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Tiemblo (El)",ES,19.71,Hydro,,,1970,,40.424446,-4.533892,,"Renewable energy",Hydro,,,,SEDE
"BURGUILLO GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Tiemblo (El)",ES,21.2,Hydro,,,1930,,40.424446,-4.533892,,"Renewable energy",Hydro,,,,SEDE
"BURGUILLO GRUPO 3","GAS NATURAL FENOSA GENERACION, S.L.U.",,,"Tiemblo (El)",ES,21.04,Hydro,,,1930,,40.424446,-4.533892,,"Renewable energy",Hydro,,,,SEDE
"PUENTE NUEVO GRUPO 1","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Cebreros,ES,6.53,Hydro,,,1929,,,,,"Renewable energy",Hydro,,,,SEDE
"PUENTE NUEVO GRUPO 2","GAS NATURAL FENOSA GENERACION, S.L.U.",,,Cebreros,ES,6.75,Hydro,,,1929,,,,,"Renewable energy",Hydro,,,,SEDE
